"FLAG_RESIL";"CLASS_AGE";"CLASS_ANC";"CLASS_OFFRE";"CLASS_DEP";"CLASS_APPELS";"CLASS_P_APPELS_DS_FFT";"CLASS_HORS_FFT";"CLASS_SERVICES";"CLASS_TU";"CLASS_NBAPPELS";"CLASS_SD_DS_FR"
"7203";"RESIL_NON";"[26:40]";"ANC4";"O3O4";"DEP";"APP3";"PAP3";"HORS_FFT_NON";"SER4";"TU3";"NB_HF_0";"SD_Ds_FT_1"
"7204";"RESIL_NON";"[26:40]";"ANC4";"O1O2";"DEP";"APP1";"PAP2";"HORS_FFT_NON";"SER1";"TU3";"NB_HF_0";"SD_Ds_FT_1"
"7205";"RESIL_OUI";"[41:60]";"ANC2";"O1O2";"NO_DEP";"APP0";"Autres";"HORS_FFT_NON";"SER1";"TU1";"NB_HF_0";"SD_Ds_FT_0"
"7206";"RESIL_NON";"[41:60]";"ANC1";"O1O2";"NO_DEP";"APP1";"PAP2";"HORS_FFT_OUI";"SER2";"TU4";"NB_HF_1";"SD_Ds_FT_1"
"7207";"RESIL_NON";"[61:110]";"ANC4";"O1O2";"DEP";"APP2";"PAP2";"HORS_FFT_OUI";"SER1";"TU4";"NB_HF_2";"SD_Ds_FT_1"
"7208";"RESIL_NON";"[26:40]";"ANC1";"O5O6";"NO_DEP";"APP4";"PAP2";"HORS_FFT_OUI";"SER4";"TU2";"NB_HF_3";"SD_Ds_FT_2"
"7209";"RESIL_OUI";"[41:60]";"ANC1";"O3O4";"NO_DEP";"APP2";"PAP3";"HORS_FFT_NON";"SER2";"TU3";"NB_HF_0";"SD_Ds_FT_2"
"7210";"RESIL_NON";"[26:40]";"ANC4";"O3O4";"NO_DEP";"APP3";"PAP2";"HORS_FFT_OUI";"SER3";"TU2";"NB_HF_3";"SD_Ds_FT_2"
"7211";"RESIL_NON";"[0:25]";"ANC1";"O5O6";"DEP";"APP4";"PAP2";"HORS_FFT_OUI";"SER2";"TU4";"NB_HF_3";"SD_Ds_FT_0"
"7212";"RESIL_NON";"[0:25]";"ANC4";"O7";"NO_DEP";"APP4";"PAP3";"HORS_FFT_NON";"SER2";"TU1";"NB_HF_0";"SD_Ds_FT_2"
"7213";"RESIL_OUI";"[41:60]";"ANC1";"O1O2";"DEP";"APP1";"PAP2";"HORS_FFT_OUI";"SER1";"TU2";"NB_HF_1";"SD_Ds_FT_1"
"7214";"RESIL_OUI";"[26:40]";"ANC2";"O1O2";"NO_DEP";"APP0";"Autres";"HORS_FFT_NON";"SER2";"TU1";"NB_HF_0";"SD_Ds_FT_0"
"7215";"RESIL_NON";"[41:60]";"ANC4";"O1O2";"DEP";"APP1";"PAP2";"HORS_FFT_NON";"SER2";"TU4";"NB_HF_0";"SD_Ds_FT_1"
"7216";"RESIL_NON";"[26:40]";"ANC3";"O3O4";"NO_DEP";"APP2";"PAP3";"HORS_FFT_NON";"SERNA";"TU3";"NB_HF_0";"SD_Ds_FT_1"
"7217";"RESIL_NON";"[0:25]";"ANC2";"O1O2";"DEP";"APP1";"PAP2";"HORS_FFT_NON";"SER3";"TU3";"NB_HF_0";"SD_Ds_FT_1"
"7218";"RESIL_NON";"[61:110]";"ANC2";"O1O2";"DEP";"APP1";"PAP2";"HORS_FFT_NON";"SER4";"TU4";"NB_HF_0";"SD_Ds_FT_1"
"7219";"RESIL_NON";"[41:60]";"ANC4";"O7";"NO_DEP";"APP4";"PAP2";"HORS_FFT_OUI";"SER2";"TU1";"NB_HF_3";"SD_Ds_FT_2"
"7220";"RESIL_OUI";"[61:110]";"ANC1";"O1O2";"NO_DEP";"APP1";"PAP3";"HORS_FFT_NON";"SER2";"TU3";"NB_HF_0";"SD_Ds_FT_1"
"7221";"RESIL_NON";"[41:60]";"ANC4";"O3O4";"NO_DEP";"APP3";"PAP3";"HORS_FFT_OUI";"SER3";"TU2";"NB_HF_1";"SD_Ds_FT_2"
"7222";"RESIL_NON";"[26:40]";"ANC2";"O3O4";"DEP";"APP3";"PAP2";"HORS_FFT_OUI";"SER3";"TU4";"NB_HF_3";"SD_Ds_FT_1"
"7223";"RESIL_NON";"[26:40]";"ANC4";"O5O6";"NO_DEP";"APP3";"PAP3";"HORS_FFT_OUI";"SER2";"TU2";"NB_HF_1";"SD_Ds_FT_2"
"7224";"RESIL_NON";"[26:40]";"ANC2";"O1O2";"NO_DEP";"APP1";"PAP2";"HORS_FFT_OUI";"SER3";"TU2";"NB_HF_2";"SD_Ds_FT_1"
"7225";"RESIL_OUI";"[0:25]";"ANC1";"O1O2";"DEP";"APP2";"PAP2";"HORS_FFT_OUI";"SER2";"TU4";"NB_HF_3";"SD_Ds_FT_1"
"7226";"RESIL_NON";"[41:60]";"ANC3";"O7";"NO_DEP";"APP4";"PAP2";"HORS_FFT_OUI";"SER2";"TU1";"NB_HF_3";"SD_Ds_FT_2"
"7227";"RESIL_NON";"[41:60]";"ANC4";"O5O6";"DEP";"APP4";"PAP2";"HORS_FFT_NON";"SER3";"TU4";"NB_HF_0";"SD_Ds_FT_0"
"7228";"RESIL_OUI";"[26:40]";"ANC1";"O5O6";"NO_DEP";"APP0";"Autres";"HORS_FFT_NON";"SER1";"TU1";"NB_HF_0";"SD_Ds_FT_0"
"7229";"RESIL_OUI";"[0:25]";"ANC1";"O1O2";"NO_DEP";"APP1";"PAP3";"HORS_FFT_NON";"SERNA";"TU3";"NB_HF_0";"SD_Ds_FT_1"
"7230";"RESIL_NON";"[41:60]";"ANC2";"O3O4";"NO_DEP";"APP3";"PAP3";"HORS_FFT_OUI";"SER3";"TU3";"NB_HF_3";"SD_Ds_FT_0"
"7231";"RESIL_NON";"[41:60]";"ANC3";"O1O2";"DEP";"APP1";"PAP2";"HORS_FFT_OUI";"SER3";"TU4";"NB_HF_1";"SD_Ds_FT_0"
"7232";"RESIL_OUI";"[41:60]";"ANC1";"O3O4";"DEP";"APP3";"PAP2";"HORS_FFT_OUI";"SER1";"TU3";"NB_HF_3";"SD_Ds_FT_1"
"7233";"RESIL_NON";"[26:40]";"ANC2";"O3O4";"DEP";"APP4";"PAP2";"HORS_FFT_OUI";"SER2";"TU4";"NB_HF_3";"SD_Ds_FT_1"
"7234";"RESIL_NON";"[61:110]";"ANC1";"O3O4";"NO_DEP";"APP2";"PAP2";"HORS_FFT_OUI";"SER3";"TU3";"NB_HF_1";"SD_Ds_FT_2"
"7235";"RESIL_NON";"[61:110]";"ANC2";"O3O4";"DEP";"APP3";"PAP2";"HORS_FFT_OUI";"SER2";"TU3";"NB_HF_2";"SD_Ds_FT_2"
"7236";"RESIL_NON";"[0:25]";"ANC4";"O3O4";"DEP";"APP3";"PAP2";"HORS_FFT_NON";"SER3";"TU4";"NB_HF_0";"SD_Ds_FT_0"
"7237";"RESIL_NON";"[26:40]";"ANC4";"O5O6";"NO_DEP";"APP4";"PAP2";"HORS_FFT_OUI";"SER3";"TU3";"NB_HF_3";"SD_Ds_FT_2"
"7238";"RESIL_NON";"[0:25]";"ANC1";"O1O2";"NO_DEP";"APP1";"PAP2";"HORS_FFT_OUI";"SER3";"TU3";"NB_HF_2";"SD_Ds_FT_1"
"7239";"RESIL_NON";"[41:60]";"ANC2";"O1O2";"DEP";"APP2";"PAP3";"HORS_FFT_NON";"SER2";"TU4";"NB_HF_0";"SD_Ds_FT_1"
"7240";"RESIL_NON";"[0:25]";"ANC4";"O3O4";"NO_DEP";"APP3";"PAP2";"HORS_FFT_OUI";"SER2";"TU3";"NB_HF_3";"SD_Ds_FT_1"
"7241";"RESIL_OUI";"[41:60]";"ANC2";"O3O4";"NO_DEP";"APP0";"Autres";"HORS_FFT_NON";"SER2";"TU1";"NB_HF_0";"SD_Ds_FT_0"
"7242";"RESIL_NON";"[61:110]";"ANC4";"O5O6";"NO_DEP";"APP4";"PAP1";"HORS_FFT_OUI";"SER1";"TU2";"NB_HF_3";"SD_Ds_FT_2"
"7243";"RESIL_OUI";"[26:40]";"ANC1";"O1O2";"DEP";"APP1";"PAP2";"HORS_FFT_OUI";"SER2";"TU3";"NB_HF_2";"SD_Ds_FT_1"
"7244";"RESIL_NON";"[0:25]";"ANC4";"O3O4";"DEP";"APP3";"PAP2";"HORS_FFT_OUI";"SER3";"TU4";"NB_HF_2";"SD_Ds_FT_1"
"7245";"RESIL_NON";"[61:110]";"ANC4";"O7";"NO_DEP";"APP4";"PAP3";"HORS_FFT_OUI";"SER3";"TU1";"NB_HF_3";"SD_Ds_FT_2"
"7246";"RESIL_NON";"[0:25]";"ANC1";"O3O4";"DEP";"APP3";"PAP2";"HORS_FFT_OUI";"SER3";"TU4";"NB_HF_1";"SD_Ds_FT_0"
"7247";"RESIL_NON";"[41:60]";"ANC2";"O3O4";"NO_DEP";"APP4";"PAP1";"HORS_FFT_OUI";"SERNA";"TU3";"NB_HF_3";"SD_Ds_FT_1"
"7248";"RESIL_NON";"[41:60]";"ANC1";"O3O4";"NO_DEP";"APP2";"PAP2";"HORS_FFT_OUI";"SER4";"TU2";"NB_HF_2";"SD_Ds_FT_2"
"7249";"RESIL_NON";"[61:110]";"ANC2";"O1O2";"DEP";"APP2";"PAP2";"HORS_FFT_OUI";"SER3";"TU4";"NB_HF_1";"SD_Ds_FT_2"
"7250";"RESIL_OUI";"[41:60]";"ANC2";"O1O2";"DEP";"APP1";"PAP2";"HORS_FFT_NON";"SER2";"TU3";"NB_HF_0";"SD_Ds_FT_2"
"7251";"RESIL_NON";"[26:40]";"ANC1";"O5O6";"NO_DEP";"APP3";"PAP3";"HORS_FFT_NON";"SER2";"TU2";"NB_HF_0";"SD_Ds_FT_2"
"7252";"RESIL_NON";"[61:110]";"ANC4";"O3O4";"NA";"APPNA";"Autres";"NA";"SER2";"TUNA";"NB_HF_NA";"NB_HF_NA"
"7253";"RESIL_NON";"[26:40]";"ANC2";"O5O6";"DEP";"APP4";"PAP2";"HORS_FFT_OUI";"SER1";"TU3";"NB_HF_2";"SD_Ds_FT_2"
"7254";"RESIL_NON";"[61:110]";"ANC4";"O7";"NO_DEP";"APP4";"PAP2";"HORS_FFT_OUI";"SER3";"TU1";"NB_HF_3";"SD_Ds_FT_2"
"7255";"RESIL_NON";"[61:110]";"ANC2";"O5O6";"DEP";"APP4";"PAP2";"HORS_FFT_OUI";"SER2";"TU2";"NB_HF_3";"SD_Ds_FT_2"
"7256";"RESIL_OUI";"[41:60]";"ANC1";"O7";"NO_DEP";"APP4";"PAP2";"HORS_FFT_OUI";"SER1";"TU1";"NB_HF_3";"SD_Ds_FT_2"
"7257";"RESIL_NON";"[26:40]";"ANC4";"O3O4";"DEP";"APP2";"PAP2";"HORS_FFT_OUI";"SER1";"TU3";"NB_HF_3";"SD_Ds_FT_2"
"7258";"RESIL_NON";"[41:60]";"ANC4";"O3O4";"DEP";"APP4";"PAP2";"HORS_FFT_OUI";"SER2";"TU3";"NB_HF_3";"SD_Ds_FT_1"
"7259";"RESIL_NON";"[41:60]";"ANC4";"O3O4";"DEP";"APP3";"PAP2";"HORS_FFT_OUI";"SER3";"TU3";"NB_HF_3";"SD_Ds_FT_1"
"7260";"RESIL_NON";"[61:110]";"ANC4";"O1O2";"DEP";"APP1";"PAP2";"HORS_FFT_OUI";"SER2";"TU3";"NB_HF_1";"SD_Ds_FT_1"
"7261";"RESIL_NON";"[41:60]";"ANC4";"O7";"NO_DEP";"APP4";"PAP3";"HORS_FFT_NON";"SER3";"TU1";"NB_HF_0";"SD_Ds_FT_2"
"7262";"RESIL_NON";"[61:110]";"ANC2";"O3O4";"DEP";"APP2";"PAP3";"HORS_FFT_NON";"SERNA";"TU4";"NB_HF_0";"SD_Ds_FT_1"
"7263";"RESIL_OUI";"[41:60]";"ANC2";"O3O4";"NO_DEP";"APP3";"PAP2";"HORS_FFT_OUI";"SER2";"TU2";"NB_HF_3";"SD_Ds_FT_2"
"7264";"RESIL_NON";"[26:40]";"ANC4";"O3O4";"DEP";"APP2";"PAP3";"HORS_FFT_NON";"SER4";"TU2";"NB_HF_0";"SD_Ds_FT_2"
"7265";"RESIL_NON";"[61:110]";"ANC4";"O3O4";"NO_DEP";"APP2";"PAP3";"HORS_FFT_OUI";"SER2";"TU3";"NB_HF_1";"SD_Ds_FT_1"
"7266";"RESIL_NON";"[26:40]";"ANC2";"O3O4";"NO_DEP";"APP3";"PAP2";"HORS_FFT_OUI";"SER2";"TU3";"NB_HF_3";"SD_Ds_FT_1"
"7267";"RESIL_OUI";"[0:25]";"ANC2";"O7";"NO_DEP";"APP3";"PAP3";"HORS_FFT_NON";"SER3";"TU1";"NB_HF_0";"SD_Ds_FT_2"
"7268";"RESIL_NON";"[61:110]";"ANC2";"O1O2";"DEP";"APP2";"PAP2";"HORS_FFT_OUI";"SER4";"TU4";"NB_HF_1";"SD_Ds_FT_2"
"7269";"RESIL_NON";"[0:25]";"ANC4";"O1O2";"NO_DEP";"APP1";"PAP2";"HORS_FFT_OUI";"SER2";"TU3";"NB_HF_1";"SD_Ds_FT_1"
"7270";"RESIL_NON";"[0:25]";"ANC4";"O1O2";"DEP";"APP2";"PAP3";"HORS_FFT_NON";"SER1";"TU4";"NB_HF_0";"SD_Ds_FT_2"
"7271";"RESIL_OUI";"[0:25]";"ANC1";"O1O2";"NO_DEP";"APP1";"PAP3";"HORS_FFT_NON";"SER4";"TU3";"NB_HF_0";"SD_Ds_FT_1"
"7272";"RESIL_NON";"[41:60]";"ANC4";"O3O4";"NO_DEP";"APP3";"PAP2";"HORS_FFT_OUI";"SER2";"TU4";"NB_HF_2";"SD_Ds_FT_1"
"7273";"RESIL_NON";"[41:60]";"ANC2";"O3O4";"DEP";"APP3";"PAP2";"HORS_FFT_NON";"SER2";"TU3";"NB_HF_0";"SD_Ds_FT_2"
"7274";"RESIL_NON";"[61:110]";"ANC2";"O1O2";"NO_DEP";"APP0";"Autres";"HORS_FFT_NON";"SER2";"TU1";"NB_HF_0";"SD_Ds_FT_0"
"7275";"RESIL_OUI";"[0:25]";"ANC1";"O3O4";"NO_DEP";"APP0";"Autres";"HORS_FFT_NON";"SERNA";"TU1";"NB_HF_0";"SD_Ds_FT_0"
"7276";"RESIL_OUI";"[41:60]";"ANC2";"O1O2";"DEP";"APP1";"PAP2";"HORS_FFT_OUI";"SER1";"TU4";"NB_HF_1";"SD_Ds_FT_1"
"7277";"RESIL_NON";"[26:40]";"ANC1";"O3O4";"DEP";"APP2";"PAP2";"HORS_FFT_OUI";"SER4";"TU2";"NB_HF_1";"SD_Ds_FT_2"
"7278";"RESIL_NON";"[26:40]";"ANC2";"O1O2";"NO_DEP";"APP0";"Autres";"HORS_FFT_NON";"SER4";"TU1";"NB_HF_0";"SD_Ds_FT_0"
"7279";"RESIL_OUI";"[26:40]";"ANC2";"O3O4";"NO_DEP";"APP2";"PAP2";"HORS_FFT_OUI";"SER3";"TU2";"NB_HF_3";"SD_Ds_FT_2"
"7280";"RESIL_NON";"[61:110]";"ANC4";"O3O4";"DEP";"APP3";"PAP2";"HORS_FFT_OUI";"SER4";"TU4";"NB_HF_1";"SD_Ds_FT_1"
"7281";"RESIL_NON";"[41:60]";"ANC2";"O3O4";"NO_DEP";"APP2";"PAP2";"HORS_FFT_OUI";"SER3";"TU3";"NB_HF_2";"SD_Ds_FT_1"
"7282";"RESIL_NON";"[41:60]";"ANC2";"O1O2";"NO_DEP";"APP1";"PAP3";"HORS_FFT_NON";"SER2";"TU2";"NB_HF_0";"SD_Ds_FT_1"
"7283";"RESIL_OUI";"[26:40]";"ANC1";"O3O4";"DEP";"APP3";"PAP2";"HORS_FFT_OUI";"SERNA";"TU3";"NB_HF_1";"SD_Ds_FT_2"
"7284";"RESIL_NON";"[0:25]";"ANC4";"O1O2";"DEP";"APP1";"PAP2";"HORS_FFT_NON";"SER2";"TU2";"NB_HF_0";"SD_Ds_FT_1"
"7285";"RESIL_NON";"[0:25]";"ANC2";"O1O2";"NO_DEP";"APP1";"PAP2";"HORS_FFT_OUI";"SER2";"TU2";"NB_HF_1";"SD_Ds_FT_1"
"7286";"RESIL_NON";"[26:40]";"ANC4";"O3O4";"DEP";"APP3";"PAP2";"HORS_FFT_OUI";"SER4";"TU4";"NB_HF_3";"SD_Ds_FT_2"
"7287";"RESIL_NON";"[41:60]";"ANC4";"O5O6";"DEP";"APP4";"PAP2";"HORS_FFT_OUI";"SER4";"TU3";"NB_HF_1";"SD_Ds_FT_2"
"7288";"RESIL_OUI";"[26:40]";"ANC1";"O5O6";"NO_DEP";"APP0";"Autres";"HORS_FFT_NON";"SERNA";"TU1";"NB_HF_0";"SD_Ds_FT_0"
"7289";"RESIL_NON";"[61:110]";"ANC4";"O1O2";"DEP";"APP2";"PAP2";"HORS_FFT_OUI";"SER4";"TU4";"NB_HF_1";"SD_Ds_FT_0"
"7290";"RESIL_NON";"[41:60]";"ANC4";"O1O2";"DEP";"APP2";"PAP2";"HORS_FFT_OUI";"SER2";"TU4";"NB_HF_1";"SD_Ds_FT_0"
"7291";"RESIL_NON";"[0:25]";"ANC4";"O5O6";"NO_DEP";"APP4";"PAP2";"HORS_FFT_OUI";"SER3";"TU3";"NB_HF_3";"SD_Ds_FT_2"
"7292";"RESIL_NON";"[61:110]";"ANC4";"O5O6";"DEP";"APP4";"PAP2";"HORS_FFT_NON";"SER4";"TU4";"NB_HF_0";"SD_Ds_FT_2"
"7293";"RESIL_NON";"[0:25]";"ANC3";"O5O6";"NO_DEP";"APP3";"PAP3";"HORS_FFT_NON";"SER3";"TU2";"NB_HF_0";"SD_Ds_FT_2"
"7294";"RESIL_NON";"[0:25]";"ANC4";"O5O6";"NO_DEP";"APP4";"PAP2";"HORS_FFT_OUI";"SER2";"TU3";"NB_HF_3";"SD_Ds_FT_2"
"7295";"RESIL_OUI";"[0:25]";"ANC2";"O1O2";"DEP";"APP1";"PAP2";"HORS_FFT_OUI";"SER1";"TU3";"NB_HF_1";"SD_Ds_FT_1"
"7296";"RESIL_OUI";"[41:60]";"ANC1";"O5O6";"NO_DEP";"APP4";"PAP3";"HORS_FFT_OUI";"SER1";"TU3";"NB_HF_2";"SD_Ds_FT_2"
"7297";"RESIL_NON";"[41:60]";"ANC2";"O3O4";"NO_DEP";"APP3";"PAP2";"HORS_FFT_OUI";"SER3";"TU3";"NB_HF_2";"SD_Ds_FT_1"
"7298";"RESIL_OUI";"[0:25]";"ANC1";"O1O2";"NO_DEP";"APP1";"PAP2";"HORS_FFT_OUI";"SER2";"TU2";"NB_HF_1";"SD_Ds_FT_1"
"7299";"RESIL_OUI";"[26:40]";"ANC1";"O3O4";"NO_DEP";"APP1";"PAP3";"HORS_FFT_NON";"SERNA";"TU2";"NB_HF_0";"SD_Ds_FT_2"
"7300";"RESIL_NON";"[0:25]";"ANC1";"O1O2";"DEP";"APP1";"PAP2";"HORS_FFT_NON";"SER4";"TU4";"NB_HF_0";"SD_Ds_FT_1"
"7301";"RESIL_NON";"[61:110]";"ANC1";"O1O2";"DEP";"APP2";"PAP2";"HORS_FFT_OUI";"SER3";"TU4";"NB_HF_3";"SD_Ds_FT_1"
"7302";"RESIL_NON";"[0:25]";"ANC4";"O5O6";"NO_DEP";"APP4";"PAP2";"HORS_FFT_OUI";"SER2";"TU2";"NB_HF_3";"SD_Ds_FT_2"
"7303";"RESIL_NON";"[26:40]";"ANC2";"O3O4";"NO_DEP";"APP1";"PAP2";"HORS_FFT_OUI";"SER4";"TU2";"NB_HF_1";"SD_Ds_FT_2"
"7304";"RESIL_NON";"[26:40]";"ANC2";"O3O4";"DEP";"APP3";"PAP2";"HORS_FFT_OUI";"SER2";"TU4";"NB_HF_3";"SD_Ds_FT_1"
"7305";"RESIL_NON";"[26:40]";"ANC4";"O3O4";"DEP";"APP4";"PAP2";"HORS_FFT_OUI";"SER3";"TU3";"NB_HF_3";"SD_Ds_FT_2"
"7306";"RESIL_NON";"[41:60]";"ANC2";"O1O2";"NO_DEP";"APP1";"PAP2";"HORS_FFT_OUI";"SER4";"TU3";"NB_HF_1";"SD_Ds_FT_1"
"7307";"RESIL_OUI";"[61:110]";"ANC4";"O3O4";"NO_DEP";"APP1";"PAP2";"HORS_FFT_OUI";"SER1";"TU2";"NB_HF_2";"SD_Ds_FT_2"
"7308";"RESIL_NON";"[0:25]";"ANC2";"O1O2";"DEP";"APP2";"PAP2";"HORS_FFT_OUI";"SER1";"TU4";"NB_HF_1";"SD_Ds_FT_2"
"7309";"RESIL_OUI";"[0:25]";"ANC1";"O3O4";"DEP";"APP2";"PAP2";"HORS_FFT_OUI";"SER3";"TU3";"NB_HF_2";"SD_Ds_FT_2"
"7310";"RESIL_NON";"[0:25]";"ANC4";"O1O2";"DEP";"APP2";"PAP2";"HORS_FFT_OUI";"SER2";"TU4";"NB_HF_1";"SD_Ds_FT_1"
"7311";"RESIL_NON";"[61:110]";"ANC1";"O3O4";"NO_DEP";"APP3";"PAP2";"HORS_FFT_OUI";"SER1";"TU3";"NB_HF_3";"SD_Ds_FT_2"
"7312";"RESIL_NON";"[41:60]";"ANC4";"O3O4";"NO_DEP";"APP4";"PAP2";"HORS_FFT_OUI";"SER4";"TU3";"NB_HF_3";"SD_Ds_FT_1"
"7313";"RESIL_NON";"[41:60]";"ANC4";"O1O2";"DEP";"APP2";"PAP2";"HORS_FFT_NON";"SER4";"TU4";"NB_HF_0";"SD_Ds_FT_1"
"7314";"RESIL_NON";"[0:25]";"ANC2";"O5O6";"NO_DEP";"APP4";"PAP3";"HORS_FFT_OUI";"SER1";"TU3";"NB_HF_2";"SD_Ds_FT_2"
"7315";"RESIL_OUI";"[41:60]";"ANC1";"O1O2";"NO_DEP";"APP1";"PAP3";"HORS_FFT_NON";"SER2";"TU3";"NB_HF_0";"SD_Ds_FT_1"
"7316";"RESIL_OUI";"[26:40]";"ANC2";"O1O2";"NO_DEP";"APP0";"Autres";"HORS_FFT_NON";"SER3";"TU1";"NB_HF_0";"SD_Ds_FT_0"
"7317";"RESIL_NON";"[26:40]";"ANC4";"O7";"NO_DEP";"APP0";"Autres";"HORS_FFT_NON";"SER2";"TU1";"NB_HF_0";"SD_Ds_FT_0"
"7318";"RESIL_NON";"[41:60]";"ANC4";"O3O4";"DEP";"APP2";"PAP2";"HORS_FFT_NON";"SER2";"TU3";"NB_HF_0";"SD_Ds_FT_2"
"7319";"RESIL_NON";"[61:110]";"ANC1";"O3O4";"DEP";"APP3";"PAP2";"HORS_FFT_OUI";"SER2";"TU3";"NB_HF_3";"SD_Ds_FT_2"
"7320";"RESIL_OUI";"[26:40]";"ANC1";"O1O2";"NO_DEP";"APP1";"PAP2";"HORS_FFT_OUI";"SER1";"TU2";"NB_HF_1";"SD_Ds_FT_1"
"7321";"RESIL_NON";"[41:60]";"ANC2";"O3O4";"DEP";"APP3";"PAP3";"HORS_FFT_NON";"SER3";"TU3";"NB_HF_0";"SD_Ds_FT_1"
"7322";"RESIL_OUI";"[26:40]";"ANC4";"O1O2";"NO_DEP";"APP0";"Autres";"HORS_FFT_NON";"SER2";"TU1";"NB_HF_0";"SD_Ds_FT_0"
"7323";"RESIL_OUI";"[0:25]";"ANC1";"O3O4";"NO_DEP";"APP2";"PAP2";"HORS_FFT_OUI";"SERNA";"TU2";"NB_HF_3";"SD_Ds_FT_2"
"7324";"RESIL_NON";"[0:25]";"ANC4";"O5O6";"NO_DEP";"APP4";"PAP2";"HORS_FFT_OUI";"SER4";"TU2";"NB_HF_3";"SD_Ds_FT_2"
"7325";"RESIL_NON";"[61:110]";"ANC4";"O3O4";"NO_DEP";"APP2";"PAP2";"HORS_FFT_OUI";"SER2";"TU2";"NB_HF_3";"SD_Ds_FT_2"
"7326";"RESIL_OUI";"[61:110]";"ANC1";"O1O2";"DEP";"APP1";"PAP2";"HORS_FFT_OUI";"SER2";"TU3";"NB_HF_1";"SD_Ds_FT_1"
"7327";"RESIL_NON";"[41:60]";"ANC4";"O5O6";"NO_DEP";"APP3";"PAP2";"HORS_FFT_OUI";"SER1";"TU2";"NB_HF_3";"SD_Ds_FT_2"
"7328";"RESIL_NON";"[61:110]";"ANC4";"O5O6";"DEP";"APP4";"PAP2";"HORS_FFT_OUI";"SER3";"TU4";"NB_HF_3";"SD_Ds_FT_2"
"7329";"RESIL_NON";"[41:60]";"ANC4";"O1O2";"DEP";"APP1";"PAP2";"HORS_FFT_OUI";"SER3";"TU4";"NB_HF_1";"SD_Ds_FT_1"
"7330";"RESIL_NON";"[41:60]";"ANC2";"O1O2";"NO_DEP";"APP1";"PAP2";"HORS_FFT_OUI";"SER2";"TU2";"NB_HF_1";"SD_Ds_FT_1"
"7331";"RESIL_NON";"[0:25]";"ANC4";"O1O2";"NO_DEP";"APP1";"PAP2";"HORS_FFT_OUI";"SER2";"TU3";"NB_HF_2";"SD_Ds_FT_1"
"7332";"RESIL_NON";"[26:40]";"ANC1";"O1O2";"DEP";"APP1";"PAP2";"HORS_FFT_OUI";"SER2";"TU4";"NB_HF_1";"SD_Ds_FT_1"
"7333";"RESIL_NON";"[41:60]";"ANC4";"O5O6";"NO_DEP";"APP4";"PAP2";"HORS_FFT_OUI";"SER4";"TU4";"NB_HF_3";"SD_Ds_FT_2"
"7334";"RESIL_NON";"[0:25]";"ANC3";"O1O2";"DEP";"APP1";"PAP2";"HORS_FFT_OUI";"SER4";"TU4";"NB_HF_1";"SD_Ds_FT_1"
"7335";"RESIL_NON";"[61:110]";"ANC4";"O1O2";"DEP";"APP1";"PAP2";"HORS_FFT_OUI";"SER3";"TU4";"NB_HF_1";"SD_Ds_FT_1"
"7336";"RESIL_OUI";"[26:40]";"ANC1";"O3O4";"NO_DEP";"APP0";"Autres";"HORS_FFT_NON";"SER3";"TU1";"NB_HF_0";"SD_Ds_FT_0"
"7337";"RESIL_NON";"[41:60]";"ANC2";"O1O2";"DEP";"APP1";"PAP2";"HORS_FFT_OUI";"SER4";"TU3";"NB_HF_1";"SD_Ds_FT_1"
"7338";"RESIL_NON";"[41:60]";"ANC1";"O3O4";"DEP";"APP4";"PAP2";"HORS_FFT_OUI";"SER2";"TU4";"NB_HF_1";"SD_Ds_FT_1"
"7339";"RESIL_OUI";"[26:40]";"ANC1";"O1O2";"NO_DEP";"APP1";"PAP2";"HORS_FFT_OUI";"SER1";"TU3";"NB_HF_2";"SD_Ds_FT_1"
"7340";"RESIL_NON";"[26:40]";"ANC4";"O7";"NO_DEP";"APP4";"PAP2";"HORS_FFT_OUI";"SER4";"TU1";"NB_HF_3";"SD_Ds_FT_2"
"7341";"RESIL_NON";"[41:60]";"ANC4";"O7";"NO_DEP";"APP4";"PAP3";"HORS_FFT_NON";"SER4";"TU1";"NB_HF_0";"SD_Ds_FT_2"
"7342";"RESIL_OUI";"[26:40]";"ANC1";"O5O6";"DEP";"APP4";"PAP2";"HORS_FFT_OUI";"SER3";"TU2";"NB_HF_3";"SD_Ds_FT_2"
"7343";"RESIL_NON";"[41:60]";"ANC4";"O3O4";"DEP";"APP3";"PAP3";"HORS_FFT_NON";"SER1";"TU2";"NB_HF_0";"SD_Ds_FT_2"
"7344";"RESIL_NON";"[26:40]";"ANC1";"O7";"NO_DEP";"APP4";"PAP3";"HORS_FFT_OUI";"SER3";"TU1";"NB_HF_1";"SD_Ds_FT_2"
"7345";"RESIL_OUI";"[61:110]";"ANC1";"O1O2";"NO_DEP";"APP1";"PAP2";"HORS_FFT_OUI";"SER2";"TU2";"NB_HF_1";"SD_Ds_FT_1"
"7346";"RESIL_NON";"[26:40]";"ANC2";"O3O4";"DEP";"APP3";"PAP2";"HORS_FFT_NON";"SER3";"TU4";"NB_HF_0";"SD_Ds_FT_2"
"7347";"RESIL_OUI";"[41:60]";"ANC1";"O1O2";"DEP";"APP1";"PAP2";"HORS_FFT_OUI";"SER1";"TU3";"NB_HF_1";"SD_Ds_FT_1"
