"FLAG_RESIL";"CLASS_AGE";"CLASS_ANC";"CLASS_OFFRE";"CLASS_DEP";"CLASS_APPELS";"CLASS_P_APPELS_DS_FFT";"CLASS_VAR";"CLASS_TU";"CLASS_HORS_FFT";"CLASS_QT_M1";"CLASS_QT_M2";"CLASS_QT_M3";"CLASS_TYP_VAR";"CLASS_SERVICES";"CHOIX_OFFRE"
"2911";"RESIL_NON";"[61:110]";"ANC3";"O3O4";"NO_DEP";"APP3";"PAP2";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"SER3";"CHOIX_OUI"
"2912";"RESIL_NON";"[26:40]";"ANC3";"O1O2";"NO_DEP";"APP1";"PAP3";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"SER2";"CHOIX_OUI"
"2913";"RESIL_OUI";"[41:60]";"ANC2";"O7";"NO_DEP";"APP0";"Autres";"PAS_VARIATION";"UTIL_ILIM";"HORS_FFT_NON";"PAS_APPEL_M1";"PAS_APPEL_M2";"PAS_APPEL_M3";"PEU_VAR";"SER1";"CHOIX_NON"
"2914";"RESIL_OUI";"[41:60]";"ANC1";"O1O2";"DEP";"APP1";"PAP2";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"PAS_APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"SER1";"CHOIX_OUI"
"2915";"RESIL_NON";"[41:60]";"ANC3";"O5O6";"NO_DEP";"APP4";"PAP2";"DECROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"PAS_APPEL_M3";"GRANDE_VAR";"SER4";"CHOIX_NON"
"2916";"RESIL_NON";"[41:60]";"ANC2";"O1O2";"DEP";"APP1";"PAP2";"DECROISSANCE";"UTIL_HAUTE";"HORS_FFT_NON";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"PEU_VAR";"SER2";"CHOIX_OUI"
"2917";"RESIL_OUI";"[41:60]";"ANC1";"O3O4";"NO_DEP";"APP3";"PAP3";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"SERNA";"CHOIX_OUI"
"2918";"RESIL_NON";"[26:40]";"ANC3";"O3O4";"DEP";"APP4";"PAP1";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"PAS_APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"SER3";"CHOIX_OUI"
"2919";"RESIL_OUI";"[0:25]";"ANC1";"O7";"NO_DEP";"APP0";"Autres";"PAS_VARIATION";"UTIL_ILIM";"HORS_FFT_NON";"PAS_APPEL_M1";"PAS_APPEL_M2";"PAS_APPEL_M3";"PEU_VAR";"SER1";"CHOIX_NON"
"2920";"RESIL_OUI";"[41:60]";"ANC2";"O7";"NO_DEP";"APP4";"PAP2";"CROISSANCE";"UTIL_ILIM";"HORS_FFT_OUI";"PAS_APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"SER2";"CHOIX_NON"
"2921";"RESIL_OUI";"[0:25]";"ANC1";"O3O4";"DEP";"APP3";"PAP2";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"SER2";"CHOIX_OUI"
"2922";"RESIL_NON";"[41:60]";"ANC3";"O7";"NO_DEP";"APP4";"PAP2";"CROISSANCE";"UTIL_ILIM";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"SER3";"CHOIX_NON"
"2923";"RESIL_NON";"[41:60]";"ANC3";"O1O2";"NO_DEP";"APP1";"PAP2";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"SER2";"CHOIX_OUI"
"2924";"RESIL_NON";"[41:60]";"ANC2";"O3O4";"NO_DEP";"APP2";"PAP3";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"SER3";"CHOIX_OUI"
"2925";"RESIL_NON";"[26:40]";"ANC3";"O5O6";"NO_DEP";"APP4";"PAP3";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"SER3";"CHOIX_NON"
"2926";"RESIL_NON";"[0:25]";"ANC2";"O1O2";"NO_DEP";"APP2";"PAP2";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"SER2";"CHOIX_OUI"
"2927";"RESIL_NON";"[26:40]";"ANC2";"O3O4";"NO_DEP";"APP3";"PAP2";"PAS_VARIATION";"UTIL_HAUTE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"SER4";"CHOIX_OUI"
"2928";"RESIL_NON";"[41:60]";"ANC3";"O1O2";"DEP";"APP2";"PAP2";"CROISSANCE";"UTIL_EXCE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"SER3";"CHOIX_NON"
"2929";"RESIL_NON";"[26:40]";"ANC2";"O7";"NO_DEP";"APP4";"PAP2";"DECROISSANCE";"UTIL_ILIM";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"PAS_APPEL_M3";"GRANDE_VAR";"SER2";"CHOIX_NON"
"2930";"RESIL_NON";"[0:25]";"ANC3";"O5O6";"DEP";"APP4";"PAP2";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"SER1";"CHOIX_OUI"
"2931";"RESIL_NON";"[26:40]";"ANC1";"O3O4";"NO_DEP";"APP0";"Autres";"PAS_VARIATION";"UTIL_BAS";"HORS_FFT_NON";"PAS_APPEL_M1";"PAS_APPEL_M2";"PAS_APPEL_M3";"PEU_VAR";"SER3";"CHOIX_NON"
"2932";"RESIL_NON";"[26:40]";"ANC1";"O1O2";"DEP";"APP2";"PAP2";"DECROISSANCE";"UTIL_EXCE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"SER3";"CHOIX_NON"
"2933";"RESIL_OUI";"[41:60]";"ANC2";"O1O2";"NO_DEP";"APP1";"PAP3";"CROISSANCE";"UTIL_HAUTE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"SER2";"CHOIX_OUI"
"2934";"RESIL_NON";"[26:40]";"ANC3";"O3O4";"DEP";"APP2";"PAP3";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_NON";"PAS_APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"SER2";"CHOIX_OUI"
"2935";"RESIL_NON";"[41:60]";"ANC2";"O1O2";"DEP";"APP1";"PAP2";"DECROISSANCE";"UTIL_EXCE";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"SER3";"CHOIX_NON"
"2936";"RESIL_OUI";"[0:25]";"ANC2";"O1O2";"NO_DEP";"APP1";"PAP2";"CROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"PAS_APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"SERNA";"CHOIX_OUI"
"2937";"RESIL_NON";"[0:25]";"ANC2";"O7";"NO_DEP";"APP4";"PAP3";"DECROISSANCE";"UTIL_ILIM";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"SER3";"CHOIX_NON"
"2938";"RESIL_NON";"[61:110]";"ANC3";"O3O4";"NO_DEP";"APP3";"PAP2";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"SER2";"CHOIX_OUI"
"2939";"RESIL_OUI";"[41:60]";"ANC1";"O1O2";"NO_DEP";"APP1";"PAP2";"DECROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"PAS_APPEL_M3";"PEU_VAR";"SER2";"CHOIX_OUI"
"2940";"RESIL_NON";"[41:60]";"ANC3";"O7";"NO_DEP";"APP4";"PAP2";"CROISSANCE";"UTIL_ILIM";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"SER2";"CHOIX_OUI"
"2941";"RESIL_NON";"[41:60]";"ANC3";"O7";"NO_DEP";"APP4";"PAP2";"CROISSANCE";"UTIL_ILIM";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"SER4";"CHOIX_NON"
"2942";"RESIL_NON";"[26:40]";"ANC3";"O3O4";"NO_DEP";"APP2";"PAP2";"DECROISSANCE";"UTIL_HAUTE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"SER4";"CHOIX_OUI"
"2943";"RESIL_OUI";"[41:60]";"ANC2";"O3O4";"DEP";"APP2";"PAP2";"CROISSANCE";"UTIL_HAUTE";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"SER1";"CHOIX_OUI"
"2944";"RESIL_NON";"[0:25]";"ANC3";"O5O6";"NO_DEP";"APP4";"PAP2";"CROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"PAS_APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"GRANDE_VAR";"SER3";"CHOIX_NON"
"2945";"RESIL_NON";"[26:40]";"ANC1";"O5O6";"NO_DEP";"APP4";"PAP2";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"SER1";"CHOIX_OUI"
"2946";"RESIL_NON";"[0:25]";"ANC1";"O3O4";"NO_DEP";"APP3";"PAP2";"DECROISSANCE";"UTIL_HAUTE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"SER3";"CHOIX_OUI"
"2947";"RESIL_OUI";"[26:40]";"ANC2";"O1O2";"DEP";"APP1";"PAP2";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"SER1";"CHOIX_OUI"
"2948";"RESIL_OUI";"[41:60]";"ANC1";"O1O2";"DEP";"APP1";"PAP2";"CROISSANCE";"UTIL_EXCE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"SER1";"CHOIX_NON"
"2949";"RESIL_NON";"[26:40]";"ANC3";"O3O4";"DEP";"APP3";"PAP3";"DECROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"SER3";"CHOIX_OUI"
"2950";"RESIL_NON";"[26:40]";"ANC3";"O3O4";"DEP";"APP3";"PAP2";"CROISSANCE";"UTIL_EXCE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"SER2";"CHOIX_NON"
"2951";"RESIL_NON";"[26:40]";"ANC3";"O1O2";"DEP";"APP1";"PAP2";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"PAS_APPEL_M3";"MOY_VAR";"SER4";"CHOIX_OUI"
"2952";"RESIL_NON";"[0:25]";"ANC3";"O1O2";"DEP";"APP1";"PAP3";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_NON";"PAS_APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"SER2";"CHOIX_OUI"
"2953";"RESIL_NON";"[0:25]";"ANC1";"O1O2";"DEP";"APP1";"PAP3";"DECROISSANCE";"UTIL_HAUTE";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"SER4";"CHOIX_OUI"
"2954";"RESIL_OUI";"[0:25]";"ANC2";"O3O4";"DEP";"APP3";"PAP2";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"GRANDE_VAR";"SERNA";"CHOIX_OUI"
"2955";"RESIL_NON";"[26:40]";"ANC3";"O3O4";"DEP";"APP3";"PAP2";"CROISSANCE";"UTIL_EXCE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"SER2";"CHOIX_NON"
"2956";"RESIL_OUI";"[26:40]";"ANC1";"O1O2";"DEP";"APP1";"PAP2";"CROISSANCE";"UTIL_EXCE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"SER4";"CHOIX_NON"
"2957";"RESIL_NON";"[41:60]";"ANC3";"O3O4";"NO_DEP";"APP3";"PAP2";"DECROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"GRANDE_VAR";"SER3";"CHOIX_NON"
"2958";"RESIL_OUI";"[26:40]";"ANC1";"O3O4";"NO_DEP";"APP0";"Autres";"PAS_VARIATION";"UTIL_BAS";"HORS_FFT_NON";"PAS_APPEL_M1";"PAS_APPEL_M2";"PAS_APPEL_M3";"PEU_VAR";"SER1";"CHOIX_NON"
"2959";"RESIL_NON";"[41:60]";"ANC3";"O7";"NO_DEP";"APP4";"PAP2";"DECROISSANCE";"UTIL_ILIM";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"SER2";"CHOIX_OUI"
"2960";"RESIL_NON";"[26:40]";"ANC2";"O1O2";"DEP";"APP2";"PAP2";"CROISSANCE";"UTIL_EXCE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"SER2";"CHOIX_NON"
"2961";"RESIL_NON";"[41:60]";"ANC3";"O1O2";"DEP";"APP1";"PAP2";"CROISSANCE";"UTIL_EXCE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"SER2";"CHOIX_NON"
"2962";"RESIL_NON";"[0:25]";"ANC2";"O1O2";"NO_DEP";"APP1";"PAP3";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"SER4";"CHOIX_OUI"
"2963";"RESIL_NON";"[41:60]";"ANC3";"O3O4";"DEP";"APP3";"PAP2";"DECROISSANCE";"UTIL_HAUTE";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"SER2";"CHOIX_OUI"
"2964";"RESIL_NON";"[61:110]";"ANC3";"O3O4";"NO_DEP";"APP2";"PAP2";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"SER3";"CHOIX_OUI"
"2965";"RESIL_NON";"[41:60]";"ANC3";"O3O4";"DEP";"APP4";"PAP2";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"SER3";"CHOIX_OUI"
"2966";"RESIL_NON";"[0:25]";"ANC3";"O1O2";"NO_DEP";"APP0";"Autres";"PAS_VARIATION";"UTIL_BAS";"HORS_FFT_NON";"PAS_APPEL_M1";"PAS_APPEL_M2";"PAS_APPEL_M3";"PEU_VAR";"SER3";"CHOIX_OUI"
"2967";"RESIL_OUI";"[41:60]";"ANC2";"O1O2";"DEP";"APP1";"PAP2";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_NON";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"PEU_VAR";"SER1";"CHOIX_OUI"
"2968";"RESIL_NON";"[26:40]";"ANC3";"O3O4";"DEP";"APP4";"PAP1";"DECROISSANCE";"UTIL_HAUTE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"SER3";"CHOIX_OUI"
"2969";"RESIL_NON";"[41:60]";"ANC1";"O5O6";"NO_DEP";"APP4";"PAP3";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_NON";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"GRANDE_VAR";"SER2";"CHOIX_NON"
"2970";"RESIL_NON";"[61:110]";"ANC3";"O3O4";"NO_DEP";"APP3";"PAP3";"CROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"PAS_APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"SER4";"CHOIX_OUI"
"2971";"RESIL_OUI";"[41:60]";"ANC1";"O1O2";"NO_DEP";"APP0";"Autres";"PAS_VARIATION";"UTIL_BAS";"HORS_FFT_NON";"PAS_APPEL_M1";"PAS_APPEL_M2";"PAS_APPEL_M3";"PEU_VAR";"SER2";"CHOIX_OUI"
"2972";"RESIL_NON";"[26:40]";"ANC3";"O5O6";"NO_DEP";"APP3";"PAP2";"PAS_VARIATION";"UTIL_BAS";"HORS_FFT_OUI";"PAS_APPEL_M1";"APPEL_M2";"PAS_APPEL_M3";"PEU_VAR";"SER3";"CHOIX_NON"
"2973";"RESIL_OUI";"[26:40]";"ANC1";"O1O2";"NO_DEP";"APP2";"PAP1";"PAS_VARIATION";"UTIL_BAS";"HORS_FFT_OUI";"PAS_APPEL_M1";"APPEL_M2";"PAS_APPEL_M3";"PEU_VAR";"SER2";"CHOIX_NON"
"2974";"RESIL_NON";"[26:40]";"ANC3";"O7";"NO_DEP";"APP4";"PAP3";"DECROISSANCE";"UTIL_ILIM";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"SER1";"CHOIX_NON"
"2975";"RESIL_OUI";"[61:110]";"ANC1";"O7";"NO_DEP";"APP4";"PAP3";"DECROISSANCE";"UTIL_ILIM";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"SER3";"CHOIX_NON"
"2976";"RESIL_NON";"[26:40]";"ANC1";"O3O4";"DEP";"APP2";"PAP2";"CROISSANCE";"UTIL_HAUTE";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"GRANDE_VAR";"SER3";"CHOIX_OUI"
"2977";"RESIL_NON";"[0:25]";"ANC1";"O7";"NO_DEP";"APP4";"PAP2";"DECROISSANCE";"UTIL_ILIM";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"PAS_APPEL_M3";"GRANDE_VAR";"SER3";"CHOIX_NON"
"2978";"RESIL_NON";"[41:60]";"ANC1";"O3O4";"DEP";"APP3";"PAP2";"DECROISSANCE";"UTIL_EXCE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"SER2";"CHOIX_NON"
"2979";"RESIL_OUI";"[26:40]";"ANC1";"O1O2";"NO_DEP";"APP1";"PAP2";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"PEU_VAR";"SER3";"CHOIX_OUI"
"2980";"RESIL_NON";"[0:25]";"ANC1";"O1O2";"DEP";"APP1";"PAP3";"DECROISSANCE";"UTIL_HAUTE";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"SER3";"CHOIX_OUI"
"2981";"RESIL_NON";"[26:40]";"ANC3";"O1O2";"NO_DEP";"APP1";"PAP2";"DECROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"PEU_VAR";"SER4";"CHOIX_OUI"
"2982";"RESIL_OUI";"[0:25]";"ANC1";"O1O2";"NO_DEP";"APP1";"PAP3";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_NON";"PAS_APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"SER2";"CHOIX_OUI"
"2983";"RESIL_NON";"[61:110]";"ANC3";"O3O4";"DEP";"APP3";"PAP2";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"SER2";"CHOIX_OUI"
"2984";"RESIL_NON";"[0:25]";"ANC3";"O3O4";"DEP";"APP3";"PAP2";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"SER3";"CHOIX_OUI"
"2985";"RESIL_NON";"[26:40]";"ANC2";"O1O2";"NO_DEP";"APP1";"PAP2";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"PAS_APPEL_M3";"MOY_VAR";"SER3";"CHOIX_OUI"
"2986";"RESIL_NON";"[41:60]";"ANC3";"O5O6";"NO_DEP";"APP4";"PAP2";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"SER2";"CHOIX_NON"
"2987";"RESIL_NON";"[61:110]";"ANC3";"O3O4";"DEP";"APP3";"PAP2";"CROISSANCE";"UTIL_EXCE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"SER3";"CHOIX_NON"
"2988";"RESIL_NON";"[41:60]";"ANC3";"O3O4";"NO_DEP";"APP2";"PAP2";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"PAS_APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"SER3";"CHOIX_OUI"
"2989";"RESIL_NON";"[0:25]";"ANC2";"O1O2";"DEP";"APP1";"PAP2";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"PAS_APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"SER2";"CHOIX_OUI"
"2990";"RESIL_NON";"[41:60]";"ANC2";"O3O4";"NO_DEP";"APP1";"PAP3";"DECROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"MOY_VAR";"SER2";"CHOIX_NON"
"2991";"RESIL_NON";"[61:110]";"ANC3";"O1O2";"NO_DEP";"APP1";"PAP2";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"PAS_APPEL_M3";"PEU_VAR";"SER3";"CHOIX_OUI"
"2992";"RESIL_OUI";"[41:60]";"ANC2";"O3O4";"DEP";"APP2";"PAP2";"CROISSANCE";"UTIL_HAUTE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"SER1";"CHOIX_OUI"
"2993";"RESIL_NON";"[0:25]";"ANC3";"O5O6";"DEP";"APP4";"PAP2";"CROISSANCE";"UTIL_HAUTE";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"GRANDE_VAR";"SER3";"CHOIX_OUI"
"2994";"RESIL_NON";"[26:40]";"ANC1";"O1O2";"DEP";"APP1";"PAP2";"CROISSANCE";"UTIL_HAUTE";"HORS_FFT_OUI";"PAS_APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"SER2";"CHOIX_OUI"
"2995";"RESIL_NON";"[41:60]";"ANC3";"O1O2";"DEP";"APP2";"PAP2";"CROISSANCE";"UTIL_EXCE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"SER4";"CHOIX_NON"
"2996";"RESIL_OUI";"[41:60]";"ANC2";"O1O2";"DEP";"APP2";"PAP2";"CROISSANCE";"UTIL_EXCE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"SERNA";"CHOIX_NON"
"2997";"RESIL_NON";"[0:25]";"ANC3";"O1O2";"NO_DEP";"APP2";"PAP3";"DECROISSANCE";"UTIL_HAUTE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"SER1";"CHOIX_OUI"
"2998";"RESIL_OUI";"[26:40]";"ANC1";"O3O4";"NO_DEP";"APP0";"Autres";"PAS_VARIATION";"UTIL_BAS";"HORS_FFT_NON";"PAS_APPEL_M1";"PAS_APPEL_M2";"PAS_APPEL_M3";"PEU_VAR";"SER2";"CHOIX_NON"
"2999";"RESIL_NON";"[61:110]";"ANC3";"O3O4";"NO_DEP";"APP2";"PAP3";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"PAS_APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"SER3";"CHOIX_OUI"
"3000";"RESIL_NON";"[26:40]";"ANC3";"O3O4";"DEP";"APP2";"PAP2";"CROISSANCE";"UTIL_HAUTE";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"SER3";"CHOIX_OUI"
"3001";"RESIL_NON";"[26:40]";"ANC3";"O7";"NO_DEP";"APP4";"PAP2";"CROISSANCE";"UTIL_ILIM";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"SER2";"CHOIX_NON"
"3002";"RESIL_NON";"[0:25]";"ANC2";"O3O4";"NO_DEP";"APP3";"PAP2";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"SER1";"CHOIX_OUI"
"3003";"RESIL_OUI";"[0:25]";"ANC1";"O1O2";"NO_DEP";"APP0";"Autres";"PAS_VARIATION";"UTIL_BAS";"HORS_FFT_NON";"PAS_APPEL_M1";"PAS_APPEL_M2";"PAS_APPEL_M3";"PEU_VAR";"SER2";"CHOIX_OUI"
"3004";"RESIL_OUI";"[41:60]";"ANC3";"O3O4";"DEP";"APP3";"PAP2";"DECROISSANCE";"UTIL_HAUTE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"PAS_APPEL_M3";"GRANDE_VAR";"SER3";"CHOIX_OUI"
"3005";"RESIL_OUI";"[26:40]";"ANC3";"O1O2";"NO_DEP";"APP1";"PAP2";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"SER1";"CHOIX_OUI"
"3006";"RESIL_NON";"[26:40]";"ANC2";"O7";"NO_DEP";"APP4";"PAP2";"CROISSANCE";"UTIL_ILIM";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"GRANDE_VAR";"SER4";"CHOIX_NON"
"3007";"RESIL_NON";"[41:60]";"ANC3";"O5O6";"DEP";"APP4";"PAP2";"DECROISSANCE";"UTIL_EXCE";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"SER3";"CHOIX_NON"
"3008";"RESIL_NON";"[61:110]";"ANC2";"O3O4";"DEP";"APP2";"PAP2";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"SER3";"CHOIX_OUI"
"3009";"RESIL_NON";"[41:60]";"ANC3";"O3O4";"NO_DEP";"APP2";"PAP3";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"PEU_VAR";"SER1";"CHOIX_OUI"
